counts	precmz	delta_mass	delta_mass_r2	putative explanation	delta_MF_final	delta_MF_unique_combination
2	386.32593	224.21343	224.21	CAR C15:0	C15H28O	CHO
8	386.32721	224.21471	224.21	CAR C15:0	C15H28O	CHO
3	386.32602	224.21352	224.21	CAR C15:0	C15H28O	CHO
3	386.32602	224.21352	224.21	CAR C15:0	C15H28O	CHO
2	386.32608	224.21358	224.21	CAR C15:0	C15H28O	CHO
3	386.32617	224.21367	224.21	CAR C15:0	C15H28O	CHO
4	386.32663	224.21413	224.21	CAR C15:0	C15H28O	CHO
3	386.32651	224.21401	224.21	CAR C15:0	C15H28O	CHO
6	386.32614	224.21364	224.21	CAR C15:0	C15H28O	CHO
2	386.32617	224.21367	224.21	CAR C15:0	C15H28O	CHO
2	386.32611	224.21361	224.21	CAR C15:0	C15H28O	CHO
31	386.3266	224.2141	224.21	CAR C15:0	C15H28O	CHO
4	386.32626	224.21376	224.21	CAR C15:0	C15H28O	CHO
3	386.32629	224.21379	224.21	CAR C15:0	C15H28O	CHO
3	386.32645	224.21395	224.21	CAR C15:0	C15H28O	CHO
2	386.32629	224.21379	224.21	CAR C15:0	C15H28O	CHO
2	386.32629	224.21379	224.21	CAR C15:0	C15H28O	CHO
2	386.32623	224.21373	224.21	CAR C15:0	C15H28O	CHO
2	386.32623	224.21373	224.21	CAR C15:0	C15H28O	CHO
4	386.32678	224.21428	224.21	CAR C15:0	C15H28O	CHO
10	386.32675	224.21425	224.21	CAR C15:0	C15H28O	CHO
3	386.32639	224.21389	224.21	CAR C15:0	C15H28O	CHO
3	386.32639	224.21389	224.21	CAR C15:0	C15H28O	CHO
3	386.32687	224.21437	224.21	CAR C15:0	C15H28O	CHO
2	386.32639	224.21389	224.21	CAR C15:0	C15H28O	CHO
2	386.32629	224.21379	224.21	CAR C15:0	C15H28O	CHO
2	386.32635	224.21385	224.21	CAR C15:0	C15H28O	CHO
2	386.32635	224.21385	224.21	CAR C15:0	C15H28O	CHO
2	386.32635	224.21385	224.21	CAR C15:0	C15H28O	CHO
2	386.32635	224.21385	224.21	CAR C15:0	C15H28O	CHO
2	386.32635	224.21385	224.21	CAR C15:0	C15H28O	CHO
2	386.32629	224.21379	224.21	CAR C15:0	C15H28O	CHO
2	386.32635	224.21385	224.21	CAR C15:0	C15H28O	CHO
4	386.32663	224.21413	224.21	CAR C15:0	C15H28O	CHO
8	386.32651	224.21401	224.21	CAR C15:0	C15H28O	CHO
3	386.32648	224.21398	224.21	CAR C15:0	C15H28O	CHO
2	386.32642	224.21392	224.21	CAR C15:0	C15H28O	CHO
2	386.32675	224.21425	224.21	CAR C15:0	C15H28O	CHO
2	386.32648	224.21398	224.21	CAR C15:0	C15H28O	CHO
2	386.32642	224.21392	224.21	CAR C15:0	C15H28O	CHO
2	386.32642	224.21392	224.21	CAR C15:0	C15H28O	CHO
3	386.32684	224.21434	224.21	CAR C15:0	C15H28O	CHO
3	386.32657	224.21407	224.21	CAR C15:0	C15H28O	CHO
2	386.32657	224.21407	224.21	CAR C15:0	C15H28O	CHO
2	386.3266	224.2141	224.21	CAR C15:0	C15H28O	CHO
3	386.32657	224.21407	224.21	CAR C15:0	C15H28O	CHO
2	386.3266	224.2141	224.21	CAR C15:0	C15H28O	CHO
2	386.32663	224.21413	224.21	CAR C15:0	C15H28O	CHO
2	386.32666	224.21416	224.21	CAR C15:0	C15H28O	CHO
2	386.32666	224.21416	224.21	CAR C15:0	C15H28O	CHO
2	386.32666	224.21416	224.21	CAR C15:0	C15H28O	CHO
2	386.32666	224.21416	224.21	CAR C15:0	C15H28O	CHO
5	386.32687	224.21437	224.21	CAR C15:0	C15H28O	CHO
2	386.32666	224.21416	224.21	CAR C15:0	C15H28O	CHO
6	386.32715	224.21465	224.21	CAR C15:0	C15H28O	CHO
2	386.32675	224.21425	224.21	CAR C15:0	C15H28O	CHO
2	386.32678	224.21428	224.21	CAR C15:0	C15H28O	CHO
2	386.32678	224.21428	224.21	CAR C15:0	C15H28O	CHO
2	386.32681	224.21431	224.21	CAR C15:0	C15H28O	CHO
2	386.32678	224.21428	224.21	CAR C15:0	C15H28O	CHO
2	386.32675	224.21425	224.21	CAR C15:0	C15H28O	CHO
2	386.32687	224.21437	224.21	CAR C15:0	C15H28O	CHO
8	386.3269	224.2144	224.21	CAR C15:0	C15H28O	CHO
2	386.32681	224.21431	224.21	CAR C15:0	C15H28O	CHO
2	386.32687	224.21437	224.21	CAR C15:0	C15H28O	CHO
2	386.32681	224.21431	224.21	CAR C15:0	C15H28O	CHO
2	386.32684	224.21434	224.21	CAR C15:0	C15H28O	CHO
2	386.32687	224.21437	224.21	CAR C15:0	C15H28O	CHO
2	386.32697	224.21447	224.21	CAR C15:0	C15H28O	CHO
2	386.3269	224.2144	224.21	CAR C15:0	C15H28O	CHO
2	386.32697	224.21447	224.21	CAR C15:0	C15H28O	CHO
7	386.32715	224.21465	224.21	CAR C15:0	C15H28O	CHO
2	386.32697	224.21447	224.21	CAR C15:0	C15H28O	CHO
2	386.32715	224.21465	224.21	CAR C15:0	C15H28O	CHO
2	386.32709	224.21459	224.21	CAR C15:0	C15H28O	CHO
4	386.32712	224.21462	224.21	CAR C15:0	C15H28O	CHO
6	386.32721	224.21471	224.21	CAR C15:0	C15H28O	CHO
2	386.32712	224.21462	224.21	CAR C15:0	C15H28O	CHO
2	386.32727	224.21477	224.21	CAR C15:0	C15H28O	CHO
2	386.32739	224.21489	224.21	CAR C15:0	C15H28O	CHO
2	386.32721	224.21471	224.21	CAR C15:0	C15H28O	CHO
2	386.32742	224.21492	224.21	CAR C15:0	C15H28O	CHO
8	386.32812	224.21562	224.22	CAR C15:0	C15H28O	CHO
3	386.32819	224.21569	224.22	CAR C15:0	C15H28O	CHO
2	386.32761	224.21511	224.22	CAR C15:0	C15H28O	CHO
2	386.32999	224.21749	224.22	CAR C15:0	C15H28O	CHO
2	386.32999	224.21749	224.22	CAR C15:0	C15H28O	CHO
2	386.32999	224.21749	224.22	CAR C15:0	C15H28O	CHO
3	388.19669	226.08419	226.08	CAR C11:3;O4	C11H14O5	CHO
55	388.23325	226.12075	226.12	CAR C12:2;O3	C12H18O4	CHO
2	388.23239	226.11989	226.12	CAR C12:2;O3	C12H18O4	CHO
2	388.23245	226.11995	226.12	CAR C12:2;O3	C12H18O4	CHO
12	388.23297	226.12047	226.12	CAR C12:2;O3	C12H18O4	CHO
4	388.23288	226.12038	226.12	CAR C12:2;O3	C12H18O4	CHO
2	388.23282	226.12032	226.12	CAR C12:2;O3	C12H18O4	CHO
4	388.23291	226.12041	226.12	CAR C12:2;O3	C12H18O4	CHO
6	388.23352	226.12102	226.12	CAR C12:2;O3	C12H18O4	CHO
7	388.2341	226.1216	226.12	CAR C12:2;O3	C12H18O4	CHO
2	388.2334	226.1209	226.12	CAR C12:2;O3	C12H18O4	CHO
118	388.26938	226.15688	226.16	CAR C13:1;O2	C13H22O3	CHO
4	388.26999	226.15749	226.16	CAR C13:1;O2	C13H22O3	CHO
2	388.26898	226.15648	226.16	CAR C13:1;O2	C13H22O3	CHO
2	388.26907	226.15657	226.16	CAR C13:1;O2	C13H22O3	CHO
4	388.26999	226.15749	226.16	CAR C13:1;O2	C13H22O3	CHO
2	388.26947	226.15697	226.16	CAR C13:1;O2	C13H22O3	CHO
2	388.26956	226.15706	226.16	CAR C13:1;O2	C13H22O3	CHO
2	388.26962	226.15712	226.16	CAR C13:1;O2	C13H22O3	CHO
2	388.26993	226.15743	226.16	CAR C13:1;O2	C13H22O3	CHO
2	388.27029	226.15779	226.16	CAR C13:1;O2	C13H22O3	CHO
2	388.26999	226.15749	226.16	CAR C13:1;O2	C13H22O3	CHO
3	388.27124	226.15874	226.16	CAR C13:1;O2	C13H22O3	CHO
2	388.27267	226.16017	226.16	CAR C13:1;O2	C13H22O3	CHO
8	388.27319	226.16069	226.16	CAR C13:1;O2	C13H22O3	CHO
252	388.30457	226.19207	226.19	CAR C14:0;O	C14H26O2	CHO
4197	388.30557	226.19307	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.29999	226.18749	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.29999	226.18749	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30569	226.19319	226.19	CAR C14:0;O	C14H26O2	CHO
4	388.30536	226.19286	226.19	CAR C14:0;O	C14H26O2	CHO
14	388.3053	226.1928	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30539	226.19289	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30447	226.19197	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30466	226.19216	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30478	226.19228	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30475	226.19225	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3049	226.1924	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30515	226.19265	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30499	226.19249	226.19	CAR C14:0;O	C14H26O2	CHO
6	388.30521	226.19271	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30539	226.19289	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30493	226.19243	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30493	226.19243	226.19	CAR C14:0;O	C14H26O2	CHO
6	388.30557	226.19307	226.19	CAR C14:0;O	C14H26O2	CHO
13	388.30655	226.19405	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30505	226.19255	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30508	226.19258	226.19	CAR C14:0;O	C14H26O2	CHO
5	388.30557	226.19307	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30524	226.19274	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30618	226.19368	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30518	226.19268	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30518	226.19268	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30521	226.19271	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30515	226.19265	226.19	CAR C14:0;O	C14H26O2	CHO
5	388.30569	226.19319	226.19	CAR C14:0;O	C14H26O2	CHO
8	388.30536	226.19286	226.19	CAR C14:0;O	C14H26O2	CHO
10	388.30548	226.19298	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30524	226.19274	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30527	226.19277	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30521	226.19271	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30527	226.19277	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3053	226.1928	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30524	226.19274	226.19	CAR C14:0;O	C14H26O2	CHO
10	388.30557	226.19307	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.3053	226.1928	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3053	226.1928	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.3053	226.1928	226.19	CAR C14:0;O	C14H26O2	CHO
10	388.30557	226.19307	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30533	226.19283	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30533	226.19283	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30533	226.19283	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3053	226.1928	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30554	226.19304	226.19	CAR C14:0;O	C14H26O2	CHO
4	388.30576	226.19326	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30539	226.19289	226.19	CAR C14:0;O	C14H26O2	CHO
4	388.30566	226.19316	226.19	CAR C14:0;O	C14H26O2	CHO
4	388.30621	226.19371	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30536	226.19286	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30539	226.19289	226.19	CAR C14:0;O	C14H26O2	CHO
9	388.30563	226.19313	226.19	CAR C14:0;O	C14H26O2	CHO
6	388.30536	226.19286	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30627	226.19377	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30533	226.19283	226.19	CAR C14:0;O	C14H26O2	CHO
6	388.30542	226.19292	226.19	CAR C14:0;O	C14H26O2	CHO
5	388.30542	226.19292	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30533	226.19283	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30536	226.19286	226.19	CAR C14:0;O	C14H26O2	CHO
6	388.30536	226.19286	226.19	CAR C14:0;O	C14H26O2	CHO
9	388.30554	226.19304	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30542	226.19292	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30551	226.19301	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30548	226.19298	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30548	226.19298	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30548	226.19298	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30551	226.19301	226.19	CAR C14:0;O	C14H26O2	CHO
9	388.30542	226.19292	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30548	226.19298	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30542	226.19292	226.19	CAR C14:0;O	C14H26O2	CHO
4	388.30551	226.19301	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30542	226.19292	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30545	226.19295	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30545	226.19295	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30548	226.19298	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30545	226.19295	226.19	CAR C14:0;O	C14H26O2	CHO
6	388.30566	226.19316	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30548	226.19298	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30539	226.19289	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30551	226.19301	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30542	226.19292	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30588	226.19338	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30554	226.19304	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30554	226.19304	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30557	226.19307	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30554	226.19304	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3056	226.1931	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30557	226.19307	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30551	226.19301	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30551	226.19301	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30643	226.19393	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.3056	226.1931	226.19	CAR C14:0;O	C14H26O2	CHO
6	388.30557	226.19307	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.3056	226.1931	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30557	226.19307	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30554	226.19304	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30554	226.19304	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3056	226.1931	226.19	CAR C14:0;O	C14H26O2	CHO
21	388.30591	226.19341	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30557	226.19307	226.19	CAR C14:0;O	C14H26O2	CHO
6	388.30557	226.19307	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30563	226.19313	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3056	226.1931	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30563	226.19313	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30569	226.19319	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30566	226.19316	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3056	226.1931	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30563	226.19313	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30563	226.19313	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30569	226.19319	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30563	226.19313	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3056	226.1931	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30569	226.19319	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30569	226.19319	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30563	226.19313	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30606	226.19356	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30566	226.19316	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30566	226.19316	226.19	CAR C14:0;O	C14H26O2	CHO
6	388.30597	226.19347	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30569	226.19319	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30563	226.19313	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30566	226.19316	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.3056	226.1931	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.3056	226.1931	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30573	226.19323	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30569	226.19319	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30579	226.19329	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30573	226.19323	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30576	226.19326	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30573	226.19323	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30573	226.19323	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30579	226.19329	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30579	226.19329	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30609	226.19359	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30573	226.19323	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30573	226.19323	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30573	226.19323	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30573	226.19323	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30569	226.19319	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30585	226.19335	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30582	226.19332	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30582	226.19332	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30585	226.19335	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30585	226.19335	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30585	226.19335	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30582	226.19332	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30582	226.19332	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30582	226.19332	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30582	226.19332	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30588	226.19338	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30585	226.19335	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30591	226.19341	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30585	226.19335	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30585	226.19335	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30585	226.19335	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30582	226.19332	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30582	226.19332	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30582	226.19332	226.19	CAR C14:0;O	C14H26O2	CHO
8	388.30594	226.19344	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30597	226.19347	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30597	226.19347	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30597	226.19347	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30594	226.19344	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30597	226.19347	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30591	226.19341	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.306	226.1935	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30594	226.19344	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30606	226.19356	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30591	226.19341	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.306	226.1935	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30594	226.19344	226.19	CAR C14:0;O	C14H26O2	CHO
5	388.3063	226.1938	226.19	CAR C14:0;O	C14H26O2	CHO
6	388.30688	226.19438	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30603	226.19353	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30606	226.19356	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30609	226.19359	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30609	226.19359	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30603	226.19353	226.19	CAR C14:0;O	C14H26O2	CHO
6	388.30624	226.19374	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.306	226.1935	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30606	226.19356	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30609	226.19359	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30618	226.19368	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30612	226.19362	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30612	226.19362	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30615	226.19365	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30621	226.19371	226.19	CAR C14:0;O	C14H26O2	CHO
11	388.3064	226.1939	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30627	226.19377	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30624	226.19374	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3064	226.1939	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3064	226.1939	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30634	226.19384	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30634	226.19384	226.19	CAR C14:0;O	C14H26O2	CHO
3	388.30643	226.19393	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30646	226.19396	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30649	226.19399	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30661	226.19411	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.30667	226.19417	226.19	CAR C14:0;O	C14H26O2	CHO
2	388.3067	226.1942	226.19	CAR C14:0;O	C14H26O2	CHO
4	388.31	226.1975	226.2	CAR C14:0;O	C14H26O2	CHO
4	388.31	226.1975	226.2	CAR C14:0;O	C14H26O2	CHO
3	388.31	226.1975	226.2	CAR C14:0;O	C14H26O2	CHO
2	388.30798	226.19548	226.2	CAR C14:0;O	C14H26O2	CHO
2	388.30811	226.19561	226.2	CAR C14:0;O	C14H26O2	CHO
2	388.31	226.1975	226.2	CAR C14:0;O	C14H26O2	CHO
2	388.31	226.1975	226.2	CAR C14:0;O	C14H26O2	CHO
2	388.31	226.1975	226.2	CAR C14:0;O	C14H26O2	CHO
2	388.31	226.1975	226.2	CAR C14:0;O	C14H26O2	CHO
2	388.31	226.1975	226.2	CAR C14:0;O	C14H26O2	CHO
2	388.31	226.1975	226.2	CAR C14:0;O	C14H26O2	CHO
2	390.21259	228.10009	228.1	CAR C11:2;O4	C11H16O5	CHO
266	390.24857	228.13607	228.14	CAR C12:1;O3	C12H20O4	CHO
2	390.24789	228.13539	228.14	CAR C12:1;O3	C12H20O4	CHO
14	390.24854	228.13604	228.14	CAR C12:1;O3	C12H20O4	CHO
2	390.24905	228.13655	228.14	CAR C12:1;O3	C12H20O4	CHO
2	390.24988	228.13738	228.14	CAR C12:1;O3	C12H20O4	CHO
603	390.26331	228.15081	228.15	CAR C16:5	C16H20O	CHO
2	390.26346	228.15096	228.15	CAR C16:5	C16H20O	CHO
2	390.26276	228.15026	228.15	CAR C16:5	C16H20O	CHO
5	390.26404	228.15154	228.15	CAR C16:5	C16H20O	CHO
3	390.26367	228.15117	228.15	CAR C16:5	C16H20O	CHO
2	390.26376	228.15126	228.15	CAR C16:5	C16H20O	CHO
2	390.26419	228.15169	228.15	CAR C16:5	C16H20O	CHO
2	390.26437	228.15187	228.15	CAR C16:5	C16H20O	CHO
2	390.26443	228.15193	228.15	CAR C16:5	C16H20O	CHO
2	390.26447	228.15197	228.15	CAR C16:5	C16H20O	CHO
2	390.26492	228.15242	228.15	CAR C16:5	C16H20O	CHO
9	390.26999	228.15749	228.16	CAR C16:5	C16H20O	CHO
39	390.28314	228.17064	228.17	CAR C13:0;O2	C13H24O3	CHO
2	390.28482	228.17232	228.17	CAR C13:0;O2	C13H24O3	CHO
2	390.28485	228.17235	228.17	CAR C13:0;O2	C13H24O3	CHO
2	390.285	228.1725	228.17	CAR C13:0;O2	C13H24O3	CHO
2	392.27612	230.16362	230.16	CAR C16:4	C16H22O	CHO
483	392.28012	230.16762	230.17	CAR C16:4	C16H22O	CHO
2279	392.27945	230.16695	230.17	CAR C16:4	C16H22O	CHO
5	392.27982	230.16732	230.17	CAR C16:4	C16H22O	CHO
2	392.27869	230.16619	230.17	CAR C16:4	C16H22O	CHO
5	392.27921	230.16671	230.17	CAR C16:4	C16H22O	CHO
12	392.27936	230.16686	230.17	CAR C16:4	C16H22O	CHO
2	392.27899	230.16649	230.17	CAR C16:4	C16H22O	CHO
4	392.27936	230.16686	230.17	CAR C16:4	C16H22O	CHO
2	392.27911	230.16661	230.17	CAR C16:4	C16H22O	CHO
6	392.27911	230.16661	230.17	CAR C16:4	C16H22O	CHO
8	392.27939	230.16689	230.17	CAR C16:4	C16H22O	CHO
2	392.27914	230.16664	230.17	CAR C16:4	C16H22O	CHO
2	392.2793	230.1668	230.17	CAR C16:4	C16H22O	CHO
2	392.27927	230.16677	230.17	CAR C16:4	C16H22O	CHO
2	392.27939	230.16689	230.17	CAR C16:4	C16H22O	CHO
2	392.27939	230.16689	230.17	CAR C16:4	C16H22O	CHO
4	392.27942	230.16692	230.17	CAR C16:4	C16H22O	CHO
2	392.28015	230.16765	230.17	CAR C16:4	C16H22O	CHO
12	392.27957	230.16707	230.17	CAR C16:4	C16H22O	CHO
4	392.27982	230.16732	230.17	CAR C16:4	C16H22O	CHO
2	392.27954	230.16704	230.17	CAR C16:4	C16H22O	CHO
2	392.27957	230.16707	230.17	CAR C16:4	C16H22O	CHO
2	392.27954	230.16704	230.17	CAR C16:4	C16H22O	CHO
2	392.2796	230.1671	230.17	CAR C16:4	C16H22O	CHO
3	392.27957	230.16707	230.17	CAR C16:4	C16H22O	CHO
4	392.27963	230.16713	230.17	CAR C16:4	C16H22O	CHO
2	392.27966	230.16716	230.17	CAR C16:4	C16H22O	CHO
2	392.2796	230.1671	230.17	CAR C16:4	C16H22O	CHO
2	392.27963	230.16713	230.17	CAR C16:4	C16H22O	CHO
2	392.27979	230.16729	230.17	CAR C16:4	C16H22O	CHO
2	392.27975	230.16725	230.17	CAR C16:4	C16H22O	CHO
2	392.27979	230.16729	230.17	CAR C16:4	C16H22O	CHO
2	392.27975	230.16725	230.17	CAR C16:4	C16H22O	CHO
2	392.27975	230.16725	230.17	CAR C16:4	C16H22O	CHO
2	392.27988	230.16738	230.17	CAR C16:4	C16H22O	CHO
2	392.28	230.1675	230.17	CAR C16:4	C16H22O	CHO
